hardware,iteration,wall_clock_s,batches_per_second,mean_loss,mean_grad_norm,cpu_percent,ram_used_gb,gpu_mem_gb
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,47000,1246.15,49.138,0.057622,0.3111,7.3,48.55,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,48000,1273.24,49.127,0.057514,0.3169,7.3,48.56,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,49000,1300.41,49.138,0.057376,0.308,7.2,48.6,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,50000,1327.55,49.053,0.057468,0.2885,7.2,48.62,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,51000,1354.71,49.157,0.057375,0.2896,7.3,48.58,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,52000,1381.78,49.128,0.057212,0.2965,7.1,48.6,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,53000,1408.87,49.075,0.057217,0.287,7.3,48.62,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,54000,1436.03,49.449,0.056958,0.2811,7.0,48.37,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,55000,1463.15,49.63,0.057037,0.2811,5.8,48.32,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,56000,1490.17,49.707,0.057027,0.2708,6.2,48.67,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,57000,1517.21,49.84,0.056751,0.259,5.8,48.45,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,58000,1544.18,49.822,0.056792,0.2712,7.1,48.98,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,59000,1571.51,48.914,0.05703,0.2557,10.1,47.68,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,60000,1598.64,48.789,0.056619,0.2537,8.4,47.5,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,61000,1625.82,48.886,0.056734,0.254,7.2,47.55,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,62000,1653.04,48.851,0.056655,0.251,7.0,47.57,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,63000,1680.3,48.768,0.056801,0.2346,7.0,47.53,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,64000,1707.5,48.717,0.056698,0.2378,7.1,47.57,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,65000,1734.73,48.769,0.056563,0.2349,7.0,47.54,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,66000,1761.98,48.741,0.056483,0.2318,7.0,47.55,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,67000,1789.15,48.759,0.056363,0.2298,7.2,47.55,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,68000,1816.35,48.726,0.056293,0.2245,7.0,47.56,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,69000,1843.6,48.764,0.056483,0.2264,6.9,47.61,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,70000,1870.82,48.67,0.056387,0.2215,7.4,47.62,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,71000,1898.32,48.295,0.056418,0.2136,10.1,48.24,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,72000,1926.16,47.716,0.056236,0.2091,11.9,48.0,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,73000,1953.67,47.872,0.056465,0.2089,10.3,47.53,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,74000,1981.26,47.8,0.056188,0.2123,10.5,48.05,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,75000,2008.63,48.097,0.05619,0.2058,8.9,47.91,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,76000,2035.97,48.331,0.056129,0.198,8.1,48.29,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,77000,2063.6,47.91,0.056124,0.1984,10.2,47.95,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,78000,2090.91,48.325,0.05586,0.1868,8.0,47.78,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,79000,2118.3,48.354,0.056256,0.1903,7.2,47.79,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,80000,2145.73,48.347,0.055988,0.1852,7.2,47.72,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,81000,2173.13,48.374,0.055974,0.1839,7.1,47.76,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,82000,2200.53,48.41,0.056003,0.1813,7.7,47.98,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,83000,2227.91,48.238,0.056033,0.179,8.4,47.78,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,84000,2255.26,48.36,0.055903,0.1683,7.8,47.82,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,85000,2282.7,48.336,0.055836,0.168,7.0,47.82,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,86000,2310.13,48.34,0.056057,0.1641,6.9,47.83,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,87000,2337.49,48.33,0.056181,0.1628,8.1,47.84,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,88000,2364.89,48.357,0.055816,0.1589,7.2,47.8,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,89000,2392.34,48.327,0.055948,0.1569,7.1,47.85,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,90000,2419.71,48.326,0.055953,0.1531,7.3,47.84,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,91000,2447.12,48.308,0.055868,0.1513,7.1,47.8,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,92000,2474.49,48.291,0.055777,0.1487,7.2,47.85,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,93000,2501.89,48.36,0.055976,0.1476,7.9,47.85,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,94000,2529.29,48.334,0.055746,0.1442,7.2,47.91,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,95000,2556.73,48.267,0.056025,0.1411,7.1,47.88,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,96000,2584.18,48.293,0.055976,0.1396,7.1,47.89,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,97000,2611.54,48.335,0.055886,0.1377,7.3,47.9,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,98000,2638.99,48.313,0.055755,0.1359,7.0,47.91,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,99000,2666.36,48.355,0.055765,0.1351,6.9,47.93,1.185
M5-Max-Cosine-bs256-K30-RTG16585-nh2-newDTarch,100000,2693.78,48.394,0.055841,0.1343,7.3,47.93,1.185
