target_rtg,mean_raw,std_raw,mean_norm,std_norm,n_episodes
6000,15136.9930403933,298.4673940369435,124.18002026868155,2.404052088144862,10
9000,15333.636432513656,64.44927588446845,125.76391508229165,0.5191167255284935,10
12000,15267.628783774873,99.35842842407304,125.2322462000138,0.8002979290197441,10
14000,15312.290723583184,108.02858523330872,125.59198274679208,0.870133056736258,10
16585,17039.096740824054,35.3649375838039,139.50081062718428,0.284852395082506,10
