target_rtg,mean_raw,std_raw,mean_norm,std_norm,n_episodes
6000,14001.490044329097,2802.0019268687433,115.03393462139975,22.569160711876464,10
9000,14970.81121983013,198.46840792482263,122.84148292517814,1.5985946875101475,10
12000,15016.597755401712,197.33555676825344,123.21027770359926,1.589469961516895,10
14000,15111.034118141386,127.30509370611244,123.97093008833853,1.0253986950339196,10
16585,16923.507149459532,196.4306546964727,138.5697762695308,1.582181286912252,10
