checkpoint_iter,mean_loss
10000,0.10193632263280451
20000,0.06981385730057955
30000,0.06479298826009035
40000,0.06246295428387821
50000,0.061275558051094414
60000,0.06023501302115619
70000,0.05950960702560842
80000,0.05891540423408151
90000,0.05834893279373646
100000,0.05826175011880696
