iteration,train_loss,lr,grad_norm
38000,0.05782136445492506,7.795964517353812e-05,0.30013784766197205
38500,0.05827503587305546,7.723195175075241e-05,0.25151118636131287
39000,0.05785759805887938,7.64959632116612e-05,0.2729506194591522
39500,0.058141049936413766,7.57519037455037e-05,0.35890716314315796
40000,0.057703244000673296,7.50000000000011e-05,0.30883094668388367
40500,0.05789362411201,7.424048101231797e-05,0.38484734296798706
41000,0.058050773724913594,7.347357813929582e-05,0.33072689175605774
41500,0.05764335523545742,7.269952498697863e-05,0.16782930493354797
42000,0.0574899658113718,7.191855733945524e-05,0.30884408950805664
42500,0.05759476412087679,7.11309130870364e-05,0.3460341989994049
43000,0.05737089039385319,7.03368321537914e-05,0.3749832808971405
43500,0.05769446637481451,6.953655642446506e-05,0.29026341438293457
44000,0.05747190944105387,6.87303296707971e-05,0.3399282991886139
44500,0.057673513673245906,6.791839747726652e-05,0.3757900893688202
45000,0.05766232578456402,6.710100716628503e-05,0.35268494486808777
45500,0.057291673831641673,6.62784077228594e-05,0.39822888374328613
46000,0.05682523839175701,6.545084971874902e-05,0.2304833084344864
46500,0.05706174826622009,6.461858523613842e-05,0.26081374287605286
47000,0.05697566320002079,6.378186779085151e-05,0.30744534730911255
47500,0.0572837869822979,6.294095225512765e-05,0.43986475467681885
48000,0.05700747641175986,6.209609477998492e-05,0.27730613946914673
48500,0.05718726439774036,6.124755271719449e-05,0.2895599603652954
49000,0.05725046905130148,6.039558454088921e-05,0.3011460304260254
49500,0.056714371487498284,5.9540449768828514e-05,0.3522240221500397
50000,0.05715051578730345,5.868240888334775e-05,0.25649774074554443
50500,0.05691804828494787,5.782172325201267e-05,0.2126130610704422
51000,0.056948128663003444,5.695865504800433e-05,0.3130112886428833
51500,0.057026753351092335,5.609346717025839e-05,0.21240738034248352
52000,0.05670858983695507,5.522642316338364e-05,0.2812225818634033
52500,0.056621504068374635,5.435778713738383e-05,0.2416355311870575
53000,0.056641858212649825,5.348782368720718e-05,0.23644398152828217
53500,0.056528317712247374,5.261679781214815e-05,0.29483798146247864
54000,0.056793202631175516,5.174497483512607e-05,0.3312695324420929
54500,0.05651829980313778,5.0872620321865127e-05,0.21564313769340515
55000,0.05670879761129618,5.0000000000000877e-05,0.29603514075279236
55500,0.05633439368754625,4.9127379678136674e-05,0.2120123654603958
56000,0.05640559259802103,4.825502516487578e-05,0.29272645711898804
56500,0.05625269564986229,4.738320218785362e-05,0.2832546532154083
57000,0.056628864355385305,4.6512176312794515e-05,0.31290844082832336
57500,0.056454699359834194,4.5642212862617785e-05,0.38300052285194397
58000,0.05634663290530443,4.4773576836617995e-05,0.24460913240909576
58500,0.05610042037069798,4.390653282974324e-05,0.28399622440338135
59000,0.05636985991150141,4.304134495199728e-05,0.2530812621116638
59500,0.05596468670666218,4.217827674798897e-05,0.20961402356624603
60000,0.05669675453752279,4.131759111665403e-05,0.21366997063159943
60500,0.05639323491603136,4.045955023117331e-05,0.17977339029312134
61000,0.056045943409204484,3.960441545911251e-05,0.4234756827354431
61500,0.05592714743316173,3.875244728280728e-05,0.16388674080371857
62000,0.05614766654372215,3.790390522001714e-05,0.2282569259405136
62500,0.05595300678163767,3.705904774487448e-05,0.27293920516967773
63000,0.056097377948462965,3.621813220915058e-05,0.41398218274116516
63500,0.05627948001772165,3.5381414763863675e-05,0.1924051195383072
64000,0.055979598097503185,3.4549150281253076e-05,0.29402291774749756
64500,0.055804112643003466,3.372159227714261e-05,0.18960748612880707
65000,0.0559169814363122,3.28989928337171e-05,0.23872976005077362
65500,0.05564795374125242,3.2081602522735447e-05,0.2714528739452362
66000,0.055924493946135044,3.126967032920486e-05,0.41721677780151367
66500,0.056007770746946337,3.0463443575536717e-05,0.3225332796573639
67000,0.05568357244133949,2.9663167846210472e-05,0.24835041165351868
67500,0.05577436023205519,2.886908691296553e-05,0.2407335489988327
68000,0.05574148651212454,2.8081442660546606e-05,0.13880594074726105
68500,0.05596822259575129,2.7300475013023113e-05,0.14111892879009247
69000,0.055845827884972096,2.6526421860705914e-05,0.2263081967830658
69500,0.0558138884305954,2.57595189876836e-05,0.25072211027145386
70000,0.05568198342621326,2.5000000000000445e-05,0.16124427318572998
70500,0.05574402105808258,2.4248096254497708e-05,0.1755198985338211
71000,0.05569905844330788,2.3504036788340183e-05,0.18281696736812592
71500,0.05592088203132153,2.2768048249249058e-05,0.21265104413032532
72000,0.05557827749848366,2.204035482646312e-05,0.2121519148349762
72500,0.05566509635001421,2.132117818244813e-05,0.16829323768615723
73000,0.056080078981816765,2.061073738537677e-05,0.2643924057483673
73500,0.05570403623580933,1.990924884239797e-05,0.12051533162593842
74000,0.05578704719990492,1.9216926233717407e-05,0.3606399595737457
74500,0.05552024355530739,1.8533980447508446e-05,0.1627480536699295
75000,0.05566050317883491,1.7860619515673382e-05,0.20830757915973663
75500,0.05558591105788946,1.7197048550475e-05,0.20799407362937927
76000,0.05551425395905971,1.6543469682057452e-05,0.26510944962501526
76500,0.05583173651993275,1.590008199687541e-05,0.18946486711502075
77000,0.055548536628484725,1.526708147705043e-05,0.1275031864643097
77500,0.055583504498004914,1.4644660940672918e-05,0.22550742328166962
78000,0.055396564304828644,1.4033009983067733e-05,0.17705172300338745
78500,0.05529770492017269,1.3432314919041771e-05,0.18021909892559052
79000,0.05541769477725029,1.2842758726130597e-05,0.19363068044185638
79500,0.05572496612370014,1.226452098886169e-05,0.19753798842430115
80000,0.05533995378762484,1.1697777844051377e-05,0.18225613236427307
80500,0.055364237889647484,1.114270192715174e-05,0.1620662361383438
81000,0.05549458549171686,1.0599462319664187e-05,0.17522406578063965
81500,0.05530670385062694,1.0068224497635643e-05,0.27874237298965454
82000,0.05571936561912298,9.549150281252923e-06,0.23818540573120117
82500,0.05540862454473972,9.04239778555068e-06,0.15078870952129364
83000,0.05530012930184603,8.548121372248184e-06,0.25021031498908997
83500,0.055390732146799564,8.066471602729059e-06,0.170335054397583
84000,0.0551561543866992,7.59759519217894e-06,0.12998060882091522
84500,0.05515090856701135,7.14163496489462e-06,0.22536474466323853
85000,0.05519279517233372,6.698729810778266e-06,0.1354285478591919
85500,0.05556447099894285,6.269014643030401e-06,0.13742265105247498
86000,0.05522217284888029,5.852620357053844e-06,0.16270849108695984
86500,0.055431325793266296,5.44967379058179e-06,0.14612703025341034
87000,0.055454907305538655,5.0602976850418295e-06,0.22569002211093903
87500,0.055451165966689586,4.68461064816766e-06,0.22321240603923798
88000,0.05535700226575136,4.32272711787009e-06,0.153771311044693
88500,0.05550522868335247,3.974757327378106e-06,0.16510415077209473
89000,0.05542819760739803,3.6408072716607443e-06,0.16681566834449768
89500,0.05552733970433474,3.3209786751400144e-06,0.173522487282753
90000,0.05558486934751272,3.0153689607046747e-06,0.1182238981127739
90500,0.055629717990756035,2.7240712200342435e-06,0.12336251884698868
91000,0.05549193023145199,2.447174185242404e-06,0.17901764810085297
91500,0.05537004693597555,2.1847622018483025e-06,0.1294400691986084
92000,0.05534149408340454,1.936915203084123e-06,0.20846246182918549
92500,0.055021621845662595,1.7037086855466485e-06,0.109132319688797
93000,0.055382005527615547,1.4852136862002291e-06,0.16380657255649567
93500,0.055488290153443816,1.281496760738288e-06,0.10900404304265976
94000,0.05549699795991182,1.092619963309759e-06,0.12931059300899506
94500,0.0555784080773592,9.18640827616838e-07,0.1312887817621231
95000,0.05547306822985411,7.596123493896263e-07,0.11796166747808456
95500,0.05550486478209495,6.155829702431397e-07,0.16933174431324005
96000,0.05517320589721203,4.865965629215056e-07,0.14872850477695465
96500,0.055452703706920146,3.7269241793391425e-07,0.12966567277908325
97000,0.055358639307320115,2.73905231586346e-07,0.13827179372310638
97500,0.0554328997284174,1.9026509541273066e-07,0.12520620226860046
98000,0.055667267724871634,1.2179748700879512e-07,0.1289624273777008
98500,0.055449161008000375,6.852326227131127e-08,0.12456782162189484
99000,0.05567796660959721,3.045864904521324e-08,0.1175626590847969
99500,0.05538771611452103,7.615242180436848e-09,0.12038416415452957
100000,0.05529638513177633,0.0,0.14331665635108948
